,observed_date,region,latitude,longitude,location,carrington_longitude,old_carrington_longitude,area,spot_class,extent,number_spots,mag_class,mag_string,status,c_xray_events,m_xray_events,x_xray_events,proton_events,s_flares,impulse_flares_1,impulse_flares_2,impulse_flares_3,impulse_flares_4,protons,c_flare_probability,m_flare_probability,x_flare_probability,proton_probability,first_date
246,2025-08-09,4168,5,-64,N05W64,103,103.0,320.0,Eko,11.0,11.0,BG,,f,9,2,0,,8,1,0,0,0,0.0,70,30,5,5,2025-08-02T19:27:21
247,2025-08-09,4161,-15,-100,S15W0*,139,138.0,60.0,Cso,2.0,1.0,B,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-27T18:49:57
248,2025-08-09,4169,12,4,N12E04,35,34.0,80.0,Hsx,2.0,2.0,A,,f,0,0,0,,0,0,0,0,0,,10,0,0,0,2025-08-04T10:15:44
249,2025-08-09,4170,-16,-96,S16W96,132,134.0,,,,,,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-08-05T20:55:30
250,2025-08-09,4177,6,48,N06E48,351,353.0,20.0,Hsx,1.0,1.0,A,,f,0,0,0,,0,0,0,0,0,,10,0,0,0,2025-08-08T08:42:45
251,2025-08-09,4178,9,-18,N09W18,57,,10.0,Dro,3.0,4.0,B,,f,0,0,0,,0,0,0,0,0,,10,0,0,0,2025-08-09T10:13:01
252,2025-08-09,4174,-8,-45,S08W45,84,83.0,,,,,,,f,0,0,0,,0,0,0,0,0,,1,0,0,0,2025-08-07T09:31:50
253,2025-08-09,4176,26,31,N26E31,8,7.0,10.0,Axx,1.0,1.0,A,,f,0,0,0,,0,0,0,0,0,,10,0,0,0,2025-08-08T08:42:02
254,2025-08-09,4175,12,47,N12E47,352,353.0,30.0,Hsx,1.0,1.0,A,,f,0,0,0,,0,0,0,0,0,,10,0,0,0,2025-08-08T08:40:58
255,2025-08-08,4169,23,18,N23E18,34,33.0,110.0,Cso,3.0,7.0,B,,f,0,0,0,,0,0,0,0,0,,15,1,1,1,2025-08-04T10:15:44
256,2025-08-08,4172,8,25,N08E25,27,27.0,140.0,Eai,11.0,14.0,BG,,f,0,0,0,,0,0,0,0,0,,65,25,5,1,2025-08-06T07:32:47
257,2025-08-08,4175,12,59,N12E59,353,,20.0,Hrx,1.0,2.0,A,,f,0,0,0,,0,0,0,0,0,,10,1,1,1,2025-08-08T08:40:58
258,2025-08-08,4176,26,45,N26E45,7,,20.0,Dro,3.0,4.0,B,,f,0,0,0,,0,0,0,0,0,,15,1,1,1,2025-08-08T08:42:02
259,2025-08-08,4161,-15,-86,S15W86,138,137.0,60.0,Cso,2.0,1.0,B,,f,1,0,0,,0,0,0,0,0,0.0,15,1,1,1,2025-07-27T18:49:57
260,2025-08-08,4174,-8,-31,S08W31,83,82.0,10.0,Hrx,1.0,1.0,A,,f,0,0,0,,0,0,0,0,0,,10,1,1,1,2025-08-07T09:31:50
261,2025-08-08,4177,5,59,N05E59,353,,20.0,Hrx,2.0,1.0,A,,f,0,0,0,,0,0,0,0,0,,10,1,1,1,2025-08-08T08:42:45
262,2025-08-08,1464,-18,-100,S18W0*,152,151.0,,,,,,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2012-04-19T19:31:33
263,2025-08-08,4170,-16,-82,S16W82,134,133.0,80.0,Dso,7.0,4.0,B,,f,1,0,0,,1,0,0,0,0,0.0,20,5,1,1,2025-08-05T20:55:30
264,2025-08-08,4173,-18,-56,S18W56,108,107.0,20.0,Dro,5.0,3.0,B,,f,0,0,0,,1,0,0,0,0,0.0,15,1,1,1,2025-08-06T14:58:31
265,2025-08-08,4165,11,-51,N11W51,103,102.0,150.0,Hsx,3.0,2.0,A,,f,0,0,0,,0,0,0,0,0,,10,1,1,1,2025-07-30T09:59:51
266,2025-08-08,4168,5,-51,N05W51,103,102.0,350.0,Eki,11.0,17.0,BGD,,f,5,2,0,,9,1,0,0,0,0.0,75,35,10,10,2025-08-02T19:27:21
267,2025-08-08,4171,18,37,N18E37,15,14.0,30.0,Hsx,2.0,1.0,A,,f,0,0,0,,0,0,0,0,0,,10,1,1,1,2025-08-06T07:32:07
268,2025-08-08,4164,-21,-103,S21W0*,155,154.0,,,,,,,d,0,0,0,,1,0,0,0,0,0.0,0,0,0,0,2025-07-29T19:20:26
269,2025-08-07,4164,-21,-89,S21W89,154,153.0,,,,,,,f,0,0,0,,0,0,0,0,0,0.0,0,0,0,0,2025-07-29T19:20:26
270,2025-08-07,4169,22,32,N22E32,33,32.0,70.0,Cao,3.0,4.0,B,,f,1,0,0,,2,0,0,0,0,0.0,20,5,1,1,2025-08-04T10:15:44
271,2025-08-07,4171,19,51,N19E51,14,13.0,40.0,Hsx,2.0,1.0,A,,f,0,0,0,,0,0,0,0,0,,10,1,1,1,2025-08-06T07:32:07
272,2025-08-07,4172,9,38,N09E38,27,26.0,130.0,Dai,9.0,12.0,BG,,f,1,0,0,,7,0,0,0,0,0.0,55,15,1,1,2025-08-06T07:32:47
273,2025-08-07,4174,-7,-17,S07W17,82,,10.0,Bxo,2.0,2.0,B,,f,0,0,0,,0,0,0,0,0,,10,1,1,1,2025-08-07T09:31:50
274,2025-08-07,4170,-17,-68,S17W68,133,132.0,140.0,Dso,7.0,4.0,B,,f,0,0,0,,2,0,0,0,0,0.0,20,5,1,1,2025-08-05T20:55:30
275,2025-08-07,4173,-18,-42,S18W42,107,103.0,10.0,Bxo,3.0,4.0,B,,f,0,0,0,,0,0,0,0,0,,10,1,1,1,2025-08-06T14:58:31
276,2025-08-07,4168,5,-37,N05W37,102,101.0,260.0,Eki,11.0,23.0,BGD,,f,3,2,0,,10,3,0,0,0,0.0,80,35,5,5,2025-08-02T19:27:21
277,2025-08-07,1464,-18,-86,S18W86,151,150.0,,,,,,,i,0,0,0,,0,0,0,0,0,,0,0,0,0,2012-04-19T19:31:33
278,2025-08-07,4165,12,-37,N12W37,102,101.0,100.0,Cao,4.0,8.0,B,,f,0,0,0,,0,0,0,0,0,,20,5,1,1,2025-07-30T09:59:51
279,2025-08-07,4167,11,-106,N11W0*,171,170.0,250.0,Ehi,12.0,11.0,BG,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-31T16:55:42
280,2025-08-07,4161,-13,-72,S13W72,137,136.0,20.0,Cso,3.0,2.0,B,,f,0,0,0,,0,0,0,0,0,,15,1,1,1,2025-07-27T18:49:57
281,2025-08-06,4161,-14,-58,S14W58,136,136.0,30.0,Cso,3.0,4.0,B,,f,0,0,0,,0,0,0,0,0,,15,1,1,1,2025-07-27T18:49:57
282,2025-08-06,4168,5,-23,N05W23,101,101.0,250.0,Ekc,11.0,22.0,BGD,,f,9,1,0,,25,1,0,0,0,0.0,85,35,5,5,2025-08-02T19:27:21
283,2025-08-06,4169,23,46,N23E46,32,37.0,80.0,Cao,2.0,3.0,B,,f,1,0,0,,2,0,0,0,0,0.0,20,5,1,1,2025-08-04T10:15:44
284,2025-08-06,4170,-17,-54,S17W54,132,129.0,90.0,Dao,7.0,8.0,BG,,f,1,0,0,,2,0,0,0,0,0.0,35,10,1,1,2025-08-05T20:55:30
285,2025-08-06,4173,-16,-25,S16W25,103,,10.0,Bxo,3.0,2.0,B,,f,0,0,0,,0,0,0,0,0,,10,1,1,1,2025-08-06T14:58:31
286,2025-08-06,4165,12,-23,N12W23,101,101.0,230.0,Dao,3.0,6.0,B,,f,0,0,0,,0,0,0,0,0,,25,5,1,1,2025-07-30T09:59:51
287,2025-08-06,4167,11,-92,N11W92,170,169.0,250.0,Ehi,12.0,11.0,BG,,f,1,0,0,,1,0,0,0,0,0.0,65,15,1,1,2025-07-31T16:55:42
288,2025-08-06,4172,8,52,N08E52,26,,20.0,Cro,3.0,7.0,BG,,f,3,0,0,,14,0,0,0,0,0.0,15,1,1,1,2025-08-06T07:32:47
289,2025-08-06,4171,19,65,N19E65,13,,50.0,Hsx,1.0,1.0,A,,f,0,0,0,,0,0,0,0,0,,10,1,1,1,2025-08-06T07:32:07
290,2025-08-06,4164,-21,-75,S21W75,153,152.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-29T19:20:26
291,2025-08-06,1464,-18,-72,S18W72,150,150.0,,,,,,,i,0,0,0,,0,0,0,0,0,,0,0,0,0,2012-04-19T19:31:33
292,2025-08-05,1464,-18,-58,S18W58,150,149.0,,,,,,,i,0,0,0,,0,0,0,0,0,,0,0,0,0,2012-04-19T19:31:33
293,2025-08-05,4165,12,-9,N12W09,101,100.0,220.0,Dso,4.0,8.0,B,,f,0,0,0,,0,0,0,0,0,0.0,20,5,1,1,2025-07-30T09:59:51
294,2025-08-05,4160,-8,-93,S08W93,185,184.0,,,,,,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-26T15:55:31
295,2025-08-05,4161,-14,-44,S14W44,136,136.0,40.0,Cso,7.0,6.0,B,,f,0,0,0,,0,0,0,0,0,,15,1,1,1,2025-07-27T18:49:57
296,2025-08-05,4168,6,-9,N06W09,101,100.0,170.0,Dac,9.0,21.0,BGD,,f,6,2,0,,6,3,0,0,0,0.0,70,25,5,1,2025-08-02T19:27:21
297,2025-08-05,4164,-21,-60,S21W60,152,151.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-29T19:20:26
298,2025-08-05,4169,23,55,N23E55,37,37.0,70.0,Cao,3.0,4.0,B,,f,0,0,0,,1,0,0,0,0,0.0,20,1,1,1,2025-08-04T10:15:44
299,2025-08-05,4167,11,-77,N11W77,169,168.0,250.0,Ehi,12.0,11.0,BG,,f,1,0,0,,7,0,0,0,0,0.0,65,20,5,5,2025-07-31T16:55:42
300,2025-08-05,4170,-15,-38,S15W38,129,,70.0,Dao,4.0,10.0,BG,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-08-05T20:55:30
301,2025-08-04,4161,-13,-32,S13W32,136,133.0,50.0,Cso,5.0,3.0,B,,f,0,0,0,,0,0,0,0,0,,15,1,1,1,2025-07-27T18:49:57
302,2025-08-04,4164,-21,-46,S21W46,151,150.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-29T19:20:26
303,2025-08-04,1464,-18,-44,S18W44,149,148.0,,,,,,,i,0,0,0,,0,0,0,0,0,,0,0,0,0,2012-04-19T19:31:33
304,2025-08-04,4165,12,4,N12E04,100,102.0,110.0,Hax,3.0,2.0,A,,f,0,0,0,,0,0,0,0,0,,15,5,1,1,2025-07-30T09:59:51
305,2025-08-04,4168,5,3,N05E03,100,103.0,90.0,Eac,11.0,13.0,BGD,,f,4,2,0,,6,1,0,0,0,0.0,80,25,5,5,2025-08-02T19:27:21
306,2025-08-04,4154,-15,-103,S15W0*,208,207.0,60.0,Hsx,1.0,1.0,A,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-23T11:16:54
307,2025-08-04,4166,25,-94,N25W94,199,198.0,,,,,,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-30T19:15:44
308,2025-08-04,4167,11,-64,N11W64,168,170.0,280.0,Ehi,11.0,14.0,BG,,f,1,0,0,,1,0,0,0,0,0.0,65,15,5,1,2025-07-31T16:55:42
309,2025-08-04,4155,-8,-94,S08W94,199,198.0,,,,,,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-24T19:16:08
310,2025-08-04,4157,-21,-93,S21W93,198,197.0,,,,,,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-24T19:20:41
311,2025-08-04,4160,-8,-79,S08W79,184,183.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-26T15:55:31
312,2025-08-04,4156,12,-94,N12W94,199,198.0,,,,,,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-24T19:17:52
313,2025-08-04,4169,22,66,N22E66,37,,80.0,Cao,6.0,4.0,B,,f,0,0,0,,0,0,0,0,0,,20,5,1,1,2025-08-04T10:15:44
314,2025-08-03,4156,12,-80,N12W80,198,197.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-24T19:17:52
315,2025-08-03,4164,-21,-32,S21W32,150,149.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-29T19:20:26
316,2025-08-03,1464,-18,-30,S18W30,148,147.0,,,,,,,i,0,0,0,,0,0,0,0,0,,0,0,0,0,2012-04-19T19:31:33
317,2025-08-03,4154,-15,-89,S15W89,207,210.0,60.0,Hsx,1.0,1.0,A,,f,0,0,0,,0,0,0,0,0,0.0,10,1,1,1,2025-07-23T11:16:54
318,2025-08-03,4157,-21,-79,S21W79,197,198.0,10.0,Hrx,1.0,1.0,A,,f,1,0,0,,0,0,0,0,0,0.0,5,1,1,1,2025-07-24T19:20:41
319,2025-08-03,4165,12,16,N12E16,102,100.0,170.0,Cso,2.0,4.0,B,,f,0,0,0,,0,0,0,0,0,,15,1,1,1,2025-07-30T09:59:51
320,2025-08-03,4153,-27,-101,S27W0*,219,220.0,,,,,,,d,4,0,0,,0,0,0,0,0,0.0,0,0,0,0,2025-07-22T15:50:41
321,2025-08-03,4161,-12,-15,S12W15,133,131.0,70.0,Cso,10.0,4.0,B,,f,0,0,0,,0,0,0,0,0,,15,1,1,1,2025-07-27T18:49:57
322,2025-08-03,4155,-8,-80,S08W80,198,197.0,10.0,Bxo,5.0,4.0,B,,f,1,0,0,,0,0,0,0,0,0.0,10,1,1,1,2025-07-24T19:16:08
323,2025-08-03,4160,-8,-65,S08W65,183,182.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-26T15:55:31
324,2025-08-03,4163,24,-93,N24W93,211,210.0,,,,,,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-28T16:27:24
325,2025-08-03,4167,10,-52,N10W52,170,169.0,430.0,Dki,8.0,19.0,BGD,,f,3,0,0,,2,0,0,0,0,0.0,60,15,5,1,2025-07-31T16:55:42
326,2025-08-03,4162,17,-97,N17W97,215,214.0,,,,,,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-28T16:26:36
327,2025-08-03,4168,5,15,N05E15,103,102.0,60.0,Dai,7.0,15.0,BGD,,f,7,1,0,,2,1,0,0,0,0.0,50,10,1,1,2025-08-02T19:27:21
328,2025-08-03,4166,25,-80,N25W80,198,197.0,,,,,,,f,0,0,0,,0,0,0,0,0,,10,0,0,0,2025-07-30T19:15:44
329,2025-08-02,4164,-21,-18,S21W18,149,153.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-29T19:20:26
330,2025-08-02,4167,12,-38,N12W38,169,173.0,270.0,Dai,8.0,27.0,BG,,f,7,0,0,,12,0,0,0,0,0.0,50,10,1,1,2025-07-31T16:55:42
331,2025-08-02,4160,-8,-51,S08W51,182,186.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-26T15:55:31
332,2025-08-02,4162,17,-83,N17W83,214,218.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-28T16:26:36
333,2025-08-02,1464,-18,-16,S18W16,147,147.0,,,,,,,i,0,0,0,,0,0,0,0,0,,0,0,0,0,2012-04-19T19:31:33
334,2025-08-02,4153,-27,-87,S27W87,220,222.0,,,,,,,i,2,0,0,,0,0,0,0,0,0.0,25,5,0,0,2025-07-22T15:50:41
335,2025-08-02,4155,-8,-66,S08W66,197,200.0,10.0,Cro,5.0,4.0,B,,f,0,0,0,,0,0,0,0,0,,15,1,1,1,2025-07-24T19:16:08
336,2025-08-02,4154,-13,-79,S13W79,210,213.0,20.0,Hsx,1.0,1.0,A,,f,0,0,0,,0,0,0,0,0,,10,1,1,1,2025-07-23T11:16:54
337,2025-08-02,4157,-20,-67,S20W67,198,201.0,10.0,Hrx,1.0,1.0,A,,f,0,0,0,,0,0,0,0,0,,5,1,1,1,2025-07-24T19:20:41
338,2025-08-02,4165,12,31,N12E31,100,104.0,210.0,Hsx,2.0,4.0,A,,f,0,0,0,,0,0,0,0,0,,10,1,1,1,2025-07-30T09:59:51
339,2025-08-02,4156,12,-66,N12W66,197,201.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-24T19:17:52
340,2025-08-02,4161,-13,0,S13W00,131,135.0,80.0,Eso,11.0,4.0,B,,f,0,0,0,,0,0,0,0,0,,30,5,1,1,2025-07-27T18:49:57
341,2025-08-02,4163,24,-79,N24W79,210,214.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-28T16:27:24
342,2025-08-02,4166,25,-66,N25W66,197,201.0,20.0,Dao,4.0,4.0,B,,f,0,0,0,,0,0,0,0,0,,25,5,1,1,2025-07-30T19:15:44
343,2025-08-02,4168,6,29,N06E29,102,,60.0,Cai,5.0,7.0,BG,,f,1,0,0,,2,0,0,0,0,0.0,45,5,1,1,2025-08-02T19:27:21
344,2025-08-01,4153,-27,-73,S27W73,222,219.0,70.0,Cao,8.0,6.0,B,,f,5,0,0,,0,0,0,0,0,0.0,20,5,1,1,2025-07-22T15:50:41
345,2025-08-01,4163,24,-65,N24W65,214,209.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-28T16:27:24
346,2025-08-01,4154,-13,-64,S13W64,213,208.0,30.0,Hsx,2.0,1.0,A,,f,0,0,0,,0,0,0,0,0,,10,1,1,1,2025-07-23T11:16:54
347,2025-08-01,4164,-21,-4,S21W04,153,148.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-29T19:20:26
348,2025-08-01,4167,10,-24,N10W24,173,167.0,70.0,Dai,7.0,15.0,BG,,f,5,0,0,,2,0,0,0,0,0.0,50,10,1,1,2025-07-31T16:55:42
349,2025-08-01,4160,-8,-37,S08W37,186,181.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-26T15:55:31
350,2025-08-01,4161,-13,14,S13E14,135,133.0,60.0,Eso,13.0,6.0,B,,f,0,0,0,,0,0,0,0,0,,30,5,1,1,2025-07-27T18:49:57
351,2025-08-01,4156,12,-52,N12W52,201,196.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-24T19:17:52
352,2025-08-01,4157,-19,-52,S19W52,201,200.0,30.0,Hax,1.0,1.0,A,,f,1,0,0,,0,0,0,0,0,0.0,10,1,1,1,2025-07-24T19:20:41
353,2025-08-01,4162,17,-69,N17W69,218,213.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-28T16:26:36
354,2025-08-01,4149,16,-109,N16W0*,254,253.0,70.0,Hsx,1.0,1.0,A,,d,1,0,0,,0,0,0,0,0,0.0,0,0,0,0,2025-07-19T07:12:56
355,2025-08-01,4159,-8,-95,S08W95,240,239.0,,,,,,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-26T09:49:52
356,2025-08-01,4165,12,45,N12E45,104,100.0,100.0,Cso,7.0,4.0,B,,f,0,0,0,,0,0,0,0,0,,15,1,1,1,2025-07-30T09:59:51
357,2025-08-01,1464,-18,-2,S18W02,147,145.0,,,,,,,i,0,0,0,,0,0,0,0,0,,0,0,0,0,2012-04-19T19:31:33
358,2025-08-01,4152,9,-94,N09W94,239,238.0,,,,,,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-21T18:11:04
359,2025-08-01,4155,-9,-51,S09W51,200,196.0,10.0,Bxo,8.0,9.0,B,,f,2,0,0,,1,0,0,0,0,0.0,10,1,1,1,2025-07-24T19:16:08
360,2025-08-01,4166,24,-52,N24W52,201,198.0,50.0,Dao,6.0,7.0,B,,f,0,0,0,,0,0,0,0,0,,25,5,1,1,2025-07-30T19:15:44
361,2025-07-31,1464,-18,12,S18E12,145,,,,,,,,i,0,0,0,,0,0,0,0,0,,0,0,0,0,2012-04-19T19:31:33
362,2025-07-31,4149,16,-95,N16W95,253,252.0,70.0,Hsx,1.0,1.0,A,,f,0,0,0,,0,0,0,0,0,,10,1,1,1,2025-07-19T07:12:56
363,2025-07-31,4159,-8,-81,S08W81,239,238.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-26T09:49:52
364,2025-07-31,4161,-12,25,S12E25,133,132.0,110.0,Eso,11.0,4.0,B,,f,0,0,0,,0,0,0,0,0,,35,5,1,1,2025-07-27T18:49:57
365,2025-07-31,4167,10,-9,N10W09,167,,40.0,Cai,5.0,10.0,B,,f,1,0,0,,2,0,0,0,0,0.0,60,15,5,1,2025-07-31T16:55:42
366,2025-07-31,4152,9,-80,N09W80,238,237.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-21T18:11:04
367,2025-07-31,4157,-21,-42,S21W42,200,199.0,40.0,Hax,2.0,1.0,A,,f,0,0,0,,0,0,0,0,0,,15,5,1,1,2025-07-24T19:20:41
368,2025-07-31,4160,-8,-23,S08W23,181,180.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-26T15:55:31
369,2025-07-31,4163,24,-51,N24W51,209,208.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-28T16:27:24
370,2025-07-31,4153,-29,-61,S29W61,219,218.0,120.0,Eao,11.0,7.0,B,,f,3,0,0,,1,0,0,0,0,0.0,45,10,1,1,2025-07-22T15:50:41
371,2025-07-31,4154,-15,-50,S15W50,208,207.0,40.0,Hsx,3.0,3.0,A,,f,1,0,0,,0,0,0,0,0,0.0,10,1,1,1,2025-07-23T11:16:54
372,2025-07-31,4156,12,-38,N12W38,196,195.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-24T19:17:52
373,2025-07-31,4162,17,-55,N17W55,213,212.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-28T16:26:36
374,2025-07-31,4164,-21,10,S21E10,148,147.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-29T19:20:26
375,2025-07-31,4150,-15,-97,S15W97,255,254.0,30.0,Hsx,1.0,1.0,A,,d,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-19T07:18:29
376,2025-07-31,4155,-9,-38,S09W38,196,195.0,30.0,Cri,10.0,16.0,B,,f,1,0,0,,1,0,0,0,0,0.0,35,5,1,1,2025-07-24T19:16:08
377,2025-07-31,4165,12,58,N12E58,100,99.0,80.0,Cso,6.0,2.0,B,,f,0,0,0,,0,0,0,0,0,,15,1,1,1,2025-07-30T09:59:51
378,2025-07-31,4166,24,-40,N24W40,198,197.0,30.0,Dso,5.0,4.0,B,,f,0,0,0,,0,0,0,0,0,,25,5,1,1,2025-07-30T19:15:44
379,2025-07-30,4154,-15,-36,S15W36,207,208.0,40.0,Hsx,3.0,3.0,A,,f,0,0,0,,0,0,0,0,0,,10,1,1,1,2025-07-23T11:16:54
380,2025-07-30,4155,-9,-24,S09W24,195,194.0,30.0,Cri,10.0,16.0,B,,f,6,0,0,,6,0,0,0,0,0.0,35,5,1,1,2025-07-24T19:16:08
381,2025-07-30,4163,24,-37,N24W37,208,207.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-28T16:27:24
382,2025-07-30,4150,-15,-83,S15W83,254,253.0,30.0,Hsx,1.0,1.0,A,,f,0,0,0,,0,0,0,0,0,,10,1,1,1,2025-07-19T07:18:29
383,2025-07-30,4153,-29,-47,S29W47,218,218.0,120.0,Eao,11.0,7.0,B,,f,0,0,0,,0,0,0,0,0,,35,10,1,1,2025-07-22T15:50:41
384,2025-07-30,4156,12,-24,N12W24,195,194.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-24T19:17:52
385,2025-07-30,4149,16,-81,N16W81,252,248.0,70.0,Hsx,1.0,1.0,A,,f,0,0,0,,0,0,0,0,0,,15,1,1,1,2025-07-19T07:12:56
386,2025-07-30,4152,9,-66,N09W66,237,236.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-21T18:11:04
387,2025-07-30,4157,-21,-28,S21W28,199,198.0,40.0,Hax,2.0,1.0,A,,f,1,0,0,,0,0,0,0,0,0.0,10,1,1,1,2025-07-24T19:20:41
388,2025-07-30,4165,12,72,N12E72,99,,80.0,Cao,6.0,2.0,B,,f,1,0,0,,0,0,0,0,0,0.0,20,5,1,1,2025-07-30T09:59:51
389,2025-07-30,4159,-8,-67,S08W67,238,237.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-26T09:49:52
390,2025-07-30,4161,-12,39,S12E39,132,130.0,110.0,Eso,11.0,6.0,B,,f,1,0,0,,1,0,0,0,0,0.0,30,5,1,1,2025-07-27T18:49:57
391,2025-07-30,4164,-21,24,S21E24,147,146.0,,,,,,,f,0,0,0,,0,0,0,0,0,,1,1,1,1,2025-07-29T19:20:26
392,2025-07-30,4160,-8,-9,S08W09,180,179.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-26T15:55:31
393,2025-07-30,4162,17,-41,N17W41,212,211.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-28T16:26:36
394,2025-07-30,4166,24,-26,N24W26,197,,10.0,Bxo,3.0,4.0,B,,f,0,0,0,,0,0,0,0,0,,10,1,1,1,2025-07-30T19:15:44
395,2025-07-29,4150,-14,-69,S14W69,253,253.0,30.0,Hsx,2.0,1.0,A,,f,0,0,0,,0,0,0,0,0,,10,1,1,1,2025-07-19T07:18:29
396,2025-07-29,4153,-30,-34,S30W34,218,218.0,80.0,Eso,12.0,7.0,B,,f,0,0,0,,0,0,0,0,0,,30,5,1,1,2025-07-22T15:50:41
397,2025-07-29,4156,12,-10,N12W10,194,193.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-24T19:17:52
398,2025-07-29,4161,-13,54,S13E54,130,130.0,40.0,Eso,12.0,4.0,B,,f,0,0,0,,0,0,0,0,0,,30,5,1,1,2025-07-27T18:49:57
399,2025-07-29,4163,24,-23,N24W23,207,206.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-28T16:27:24
400,2025-07-29,4152,9,-52,N09W52,236,235.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-21T18:11:04
401,2025-07-29,4157,-21,-14,S21W14,198,197.0,30.0,Hsx,2.0,1.0,A,,f,0,0,0,,0,0,0,0,0,,10,5,1,1,2025-07-24T19:20:41
402,2025-07-29,4155,-9,-10,S09W10,194,193.0,30.0,Dri,10.0,15.0,B,,f,2,0,0,,2,0,0,0,0,0.0,40,5,1,1,2025-07-24T19:16:08
403,2025-07-29,4164,-21,38,S21E38,146,,10.0,Axx,1.0,1.0,A,,f,0,0,0,,0,0,0,0,0,,5,1,1,1,2025-07-29T19:20:26
404,2025-07-29,4154,-15,-24,S15W24,208,207.0,30.0,Hax,2.0,1.0,A,,f,0,0,0,,0,0,0,0,0,,10,1,1,1,2025-07-23T11:16:54
405,2025-07-29,4159,-8,-53,S08W53,237,236.0,,,,,,,f,0,0,0,,1,0,0,0,0,0.0,0,0,0,0,2025-07-26T09:49:52
406,2025-07-29,4160,-8,5,S08E05,179,178.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-26T15:55:31
407,2025-07-29,4162,17,-27,N17W27,211,210.0,,,,,,,f,0,0,0,,0,0,0,0,0,,0,0,0,0,2025-07-28T16:26:36
408,2025-07-29,4149,16,-64,N16W64,248,248.0,80.0,Cso,10.0,2.0,B,,f,0,0,0,,0,0,0,0,0,,15,1,1,1,2025-07-19T07:12:56
